date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company,stock_price,next_day_stock_price,trend
2022-05-30,0.130683,0.0772,0.1779,3,1,6,7,40,1,2,267.2200012207031,271.8699951171875,1
2022-05-31,0.0102884745762711,0.4019,0.5994,8,2,3,12,27,2,2,271.869995,272.4200134277344,1
2022-06-01,0.324305282112845,0.296,0.0,11,0,4,10,76,2,2,272.420013,274.5799865722656,1
2022-06-02,0.2216174465626805,0.1779,0.4404,20,8,5,9,58,2,2,274.579987,270.0199890136719,0
2022-06-03,0.2912975232198142,0.3384,0.4404,8,1,3,5,33,1,2,270.019989,272.2225036621094,1
2022-06-04,0.7427068965517242,0.0516,0.0,2,0,7,10,73,2,2,272.2225036621094,272.2225036621094,0
2022-06-05,0.283675,0.4588,0.0,3,0,2,8,27,1,2,272.2225036621094,268.75,0
2022-06-06,0.5687968047337278,0.4404,0.4019,12,2,11,9,61,2,2,268.75,272.5,1
2022-06-07,0.3520801517067003,0.4767,0.7184,10,2,26,45,122,11,2,272.5,270.4100036621094,0
2022-06-08,0.3211459363957597,0.3818,0.0,15,0,11,11,50,2,2,270.410004,264.7900085449219,0
2022-06-09,0.5340643605870021,0.6688,0.3818,10,2,5,7,37,1,2,264.790009,252.99000549316406,0
2022-06-10,0.2959677966101695,0.3892,0.3142,4,1,2,4,24,1,2,252.990005,265.88800048828125,1
2022-06-11,0.3984795026375282,0.3818,0.128,4,1,15,52,266,9,2,265.88800048828125,265.1725158691406,0
2022-06-12,-0.6705,0.0,0.6705,0,1,1,0,7,0,2,265.1725158691406,242.25999450683594,0
2022-06-13,0.1564246621621622,0.1779,0.2732,5,4,3,6,33,1,2,242.259995,244.49000549316406,1
2022-06-14,0.3442223300970874,0.296,0.8658,6,2,3,5,26,1,2,244.490005,251.75999450683594,1
2022-06-15,0.3838688073394495,0.2023,0.1531,7,1,1,4,25,1,2,251.759995,244.97000122070312,0
2022-06-16,0.2317572727272727,0.1779,0.0772,6,1,3,4,16,1,2,244.970001,247.64999389648438,1
2022-06-17,-0.1185103174603174,0.1779,0.4019,3,2,2,5,26,1,2,247.649994,246.2259979248047,0
2022-06-18,0.3504,0.1779,0.0,4,0,1,5,16,1,2,246.2259979248047,247.21749877929688,1
2022-06-20,0.4026742808798646,0.34,0.296,4,1,15,11,119,1,2,247.21749877929688,253.74000549316406,1
2022-06-21,0.2585353356890458,0.4939,0.4215,7,2,3,5,32,2,2,253.740005,253.1300048828125,0
2022-06-22,0.2134568627450981,0.4019,0.4767,8,5,3,6,24,1,2,253.130005,258.8599853515625,1
2022-06-23,0.2681745098039215,0.1779,0.0,4,0,1,5,13,1,2,258.859985,267.70001220703125,1
2022-06-24,0.3782846774193548,0.1779,0.0,6,0,1,5,21,0,2,267.700012,258.3575134277344,0
2022-06-25,-0.2633384136858475,0.1531,0.4215,3,1,17,22,129,2,2,258.3575134277344,258.3575134277344,0
2022-06-26,0.5984,0.5984,0.0,1,0,0,2,8,0,2,258.3575134277344,264.8900146484375,1
2022-06-27,0.0124848275862068,0.1779,0.25,6,1,1,10,42,1,2,264.890015,256.4800109863281,0
2022-06-28,0.1321414285714286,0.1779,0.3182,5,1,2,5,18,1,2,256.480011,260.260009765625,1
2022-06-29,0.0883212121212121,0.1779,0.296,3,1,1,9,25,2,2,260.26001,256.8299865722656,0
2022-06-30,-0.4893806276403138,0.5267,0.5574,5,2,12,80,237,8,2,256.829987,259.5799865722656,1
2022-07-01,-0.1394300578034682,0.1779,0.2732,2,1,1,3,58,0,2,259.579987,259.6080017089844,1
2022-07-02,0.6219118343195266,0.4215,0.0,6,0,6,20,29,3,2,259.6080017089844,258.2875061035156,0
2022-07-03,-0.3508160714285714,0.0,0.3682,0,2,2,5,84,1,2,258.2875061035156,258.8899841308594,1
2022-07-04,-0.1396651888341543,0.9201,0.296,3,3,16,18,87,1,2,258.8899841308594,262.8500061035156,1
2022-07-05,0.3167404306220095,0.4019,0.8658,10,1,3,10,38,1,2,262.850006,266.2099914550781,1
2022-07-06,0.5059981818181817,0.1779,0.0,5,0,1,6,28,0,2,266.209991,268.3999938964844,1
2022-07-07,-0.1085699944944026,0.3818,0.3818,7,2,8,142,606,5,2,268.399994,267.6600036621094,0
2022-07-08,-0.0905116279069767,0.1779,0.5267,2,1,0,3,15,0,2,267.660004,266.2799987792969,0
2022-07-09,0.2149367504835589,0.1779,0.6808,2,1,9,22,173,3,2,266.2799987792969,266.2799987792969,0
2022-07-10,0.8734309547738693,0.296,0.0,4,0,14,24,249,1,2,266.2799987792969,264.510009765625,0
2022-07-11,0.3685972602739726,0.1779,0.0,4,0,7,10,37,0,2,264.51001,253.6699981689453,0
2022-07-12,0.5636754,0.34,0.34,7,1,2,17,56,1,2,253.669998,252.72000122070312,0
2022-07-13,0.3637678571428572,0.4359,0.6494,5,1,3,4,52,0,2,252.720001,254.0800018310547,1
2022-07-14,0.4946132553606237,0.5574,0.4939,4,1,3,12,103,1,2,254.080002,256.7200012207031,1
2022-07-15,0.1493083916083916,0.1779,0.7003,4,2,2,6,24,1,2,256.720001,256.3399963378906,0
2022-07-16,0.526254435483871,0.5574,0.0,6,0,3,6,42,1,2,256.3399963378906,254.29750061035156,0
2022-07-17,0.6499157894736842,0.4588,0.0,2,0,5,5,19,2,2,254.29750061035156,254.25,0
2022-07-18,0.249888688138256,0.2023,0.3612,5,1,6,26,213,1,2,254.25,259.5299987792969,1
2022-07-19,0.3562818897637795,0.5719,0.128,6,1,1,3,19,1,2,259.529999,262.2699890136719,1
2022-07-20,0.6303695139911636,0.6808,0.0,9,0,7,15,68,1,2,262.269989,264.8399963378906,1
2022-07-21,0.6109742990654206,0.8271,0.0258,7,1,2,5,27,1,2,264.839996,260.3599853515625,0
2022-07-22,0.4849198770491803,0.34,0.0,6,0,3,8,70,1,2,260.359985,260.25,0
2022-07-23,0.4872232905982906,0.4767,0.0,8,0,4,16,52,1,2,260.25,261.75,1
2022-07-24,-0.0612420289855072,0.0258,0.2023,2,1,3,2,23,1,2,261.75,258.8299865722656,0
2022-07-25,0.2167842105263157,0.7845,0.3612,9,4,3,6,25,1,2,258.829987,251.89999389648438,0
2022-07-26,0.1834013867488443,0.4588,0.2023,14,3,3,8,31,2,2,251.899994,268.739990234375,1
2022-07-27,0.1440756476683937,0.743,0.1779,14,4,5,8,53,1,2,268.73999,276.4100036621094,1
2022-07-28,0.6894591463414634,0.5423,0.0,11,0,5,9,60,1,2,276.410004,280.739990234375,1
2022-07-29,0.4634844091360476,0.4404,0.0,10,0,6,9,92,1,2,280.73999,267.3240051269531,0
2022-07-30,0.3610602067183462,0.2732,0.0,4,0,4,14,78,2,2,267.3240051269531,269.4474792480469,1
2022-07-31,0.3577664902998236,0.4215,0.0,7,0,6,29,71,5,2,269.4474792480469,278.010009765625,1
