date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company
2022-12-11,0.574265576923077,0.5267,0.0,8,0,8,22,130,1,4
2022-12-12,0.5375751879699249,0.8093,0.0,7,0,1,2,19,1,4
2022-12-13,0.4043021276595745,0.8934,0.0,3,0,1,9,12,0,4
2022-12-14,0.17026836419753086,0.2023,0.6705,9,2,5,9,50,2,4
2022-12-15,0.11083065187239947,0.5574,0.0772,11,3,6,15,52,1,4
2022-12-16,0.244318451025057,0.6486,0.34,15,5,7,3,44,1,4
2022-12-17,-0.32525044319097507,0.4404,0.3612,9,2,40,145,677,11,4
2022-12-18,0.513361093990755,0.4588,0.0,14,0,4,16,93,2,4
2022-12-19,0.09632135922330098,0.1779,0.3612,13,4,4,12,55,3,4
2022-12-20,0.2849954633204632,0.6808,0.792,15,4,13,12,55,1,4
2022-12-21,-0.007340982404692065,0.6486,0.4588,9,5,14,12,98,1,4
2022-12-22,0.2858742847050512,0.3818,0.4215,8,5,17,37,218,5,4
2022-12-23,0.2977781954887218,0.2626,0.3182,11,1,8,11,67,3,4
2022-12-24,0.5184721431179263,0.6705,0.0,10,0,16,44,249,2,4
2022-12-25,0.4659059459459459,0.5423,0.1611,5,1,4,4,31,1,4
2022-12-26,0.5605887665198237,0.7184,0.5994,15,1,3,5,29,1,4
2022-12-27,0.25019467213114754,0.4512,0.6249,7,1,2,4,31,1,4
2022-12-28,-0.13520457665903893,0.3612,0.34,17,4,6,11,63,3,4
2022-12-29,0.09863838862559242,0.2023,0.1531,8,4,5,6,36,1,4
2022-12-30,0.3730051420838972,0.5152,0.7269,6,4,6,27,148,1,4
