date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company
2022-06-15,0.42457262210796914,0.6486,0.128,18,5,6,8,32,1,5
2022-06-16,0.23870761904761909,0.296,0.4588,13,2,3,4,24,1,5
2022-06-17,0.1097747159090909,0.5574,0.128,12,3,3,5,42,1,5
2022-06-18,0.40130023474178406,0.4767,0.5423,12,1,3,10,57,2,5
2022-06-19,0.37491423948220065,0.4404,0.7717,9,1,3,4,31,1,5
2022-06-20,0.49860606816292596,0.6705,0.5859,11,2,10,17,81,2,5
2022-06-21,0.3158689090909091,0.296,0.4588,14,4,3,7,29,2,5
2022-06-22,0.41859955752212397,0.4588,0.5106,15,2,5,12,36,1,5
2022-06-23,0.5627253222137985,0.296,0.5994,13,4,5,5,74,1,5
2022-06-24,-0.023086933333333358,0.5267,0.4215,13,1,4,4,50,1,5
2022-06-25,-0.04831325622775799,0.6605,0.4215,7,3,9,13,94,2,5
2022-06-26,0.3076506172839506,0.5267,0.5267,6,1,2,5,24,0,5
2022-06-27,0.4904126957494409,0.6486,0.2732,24,4,4,16,60,3,5
2022-06-28,0.2949437352245863,0.3818,0.5095,15,2,2,6,24,1,5
2022-06-29,0.4596564482029598,0.4588,0.128,16,1,2,6,24,2,5
2022-06-30,0.37975862068965516,0.296,0.25,24,16,11,20,124,4,5
2022-07-01,-0.031300199800199796,0.34,0.4215,20,17,4,14,53,2,5
2022-07-02,0.18668901515151518,0.4767,0.6124,9,2,3,7,22,1,5
2022-07-03,0.7369921108742005,0.4019,0.8271,6,2,8,24,176,13,5
2022-07-04,-0.09871287605294828,0.3182,0.4215,7,5,10,11,60,1,5
2022-07-05,0.45169806884970615,0.5423,0.9238,16,2,6,11,67,1,5
2022-07-06,0.15379128630705396,0.6908,0.6133,8,2,3,13,66,1,5
2022-07-07,-0.0340588940386767,0.5267,0.5423,20,2,6,58,261,3,5
2022-07-08,0.28730322085889576,0.5994,0.2023,9,4,3,9,41,1,5
2022-07-09,0.3779086872586873,0.4404,0.5719,6,1,5,9,65,1,5
2022-07-10,0.7548607578676944,0.5719,0.5267,7,2,9,30,142,3,5
