date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company
2022-11-11,0.4015387492578666,0.5574,0.3818,56,17,9,6,67,1,3
2022-11-12,0.09726802841918296,0.296,0.1779,18,9,8,6,59,1,3
2022-11-13,0.2828912611717974,0.3368,0.3612,15,4,4,4,48,1,3
2022-11-14,0.5265043090159527,0.5423,0.2732,29,7,68,95,2146,7,3
2022-11-15,0.2588096855800506,0.6908,0.4019,19,9,6,9,80,1,3
2022-11-16,0.09043741459415146,0.5859,0.4215,32,9,12,12,88,3,3
2022-11-17,-0.007926249247441307,0.6369,0.4939,26,6,17,15,147,2,3
2022-11-18,0.40925459067652076,0.4588,0.4019,50,17,11,13,101,3,3
2022-11-19,0.511775064935065,0.6705,0.3182,22,5,6,5,55,1,3
2022-11-20,0.4767907897766521,0.5106,0.3818,21,11,12,23,121,2,3
2022-11-21,0.3101744860867384,0.5574,0.4019,47,29,18,29,188,3,3
2022-11-22,0.24156431960319175,0.5423,0.3818,52,23,15,15,114,3,3
2022-11-23,-0.0012655046430202703,0.3818,0.1027,35,11,12,13,129,2,3
2022-11-24,0.20110925097820012,0.6597,0.2023,23,5,13,12,116,2,3
2022-11-25,0.786321444688771,0.5719,0.2263,15,3,216,1087,3663,46,3
2022-11-26,0.08307465446952372,0.5719,0.1779,17,7,15,45,325,3,3
2022-11-27,0.45978039678499255,0.4019,0.34,21,8,199,307,1965,21,3
2022-11-28,-0.10749896978021978,0.4767,0.6124,19,9,11,12,94,2,3
2022-11-29,-0.043899999999999974,0.5434,0.4019,26,12,12,22,113,3,3
2022-11-30,0.2651036164160911,0.5859,0.4404,15,5,8,8,99,1,3
2022-12-01,0.280882625994695,0.4939,0.5859,19,6,7,4,56,1,3
2022-12-02,0.29268019191226863,0.6597,0.4404,14,8,9,6,61,1,3
2022-12-03,0.221280291005291,0.4033,0.9413,9,2,9,7,63,1,3
2022-12-04,0.2776564399421129,0.34,0.2263,14,3,5,6,37,1,3
2022-12-05,0.1356802421432251,0.4404,0.3612,23,14,11,14,93,2,3
2022-12-06,0.11207069247546352,0.5574,0.6369,21,7,11,11,119,1,3
