date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company
2022-07-26,0.18340138674884437,0.4588,0.2023,14,3,3,8,31,2,2
2022-07-27,0.14407564766839379,0.743,0.1779,14,4,5,8,53,1,2
2022-07-28,0.6894591463414634,0.5423,0.0,11,0,5,9,60,1,2
2022-07-29,0.46348440913604766,0.4404,0.0,10,0,6,9,92,1,2
2022-07-30,0.36106020671834627,0.2732,0.0,4,0,4,14,78,2,2
2022-07-31,0.3577664902998236,0.4215,0.0,7,0,6,29,71,5,2
2022-08-01,0.35225525423728815,0.3818,0.6369,8,1,18,12,66,2,2
2022-08-02,0.17830923076923078,0.1779,0.0,5,0,8,7,52,1,2
2022-08-03,0.062188235294117655,0.3182,0.25,3,1,3,8,31,1,2
2022-08-04,0.5432367924528302,0.6124,0.0,5,0,2,4,18,1,2
2022-08-05,0.7219281842818428,0.4215,0.0,4,0,3,17,93,1,2
2022-08-06,0.35660821917808216,0.3818,0.4939,2,1,2,8,25,1,2
2022-08-07,0.5924551948051948,0.6249,0.0,3,0,5,12,103,2,2
2022-08-08,0.2608768817204301,0.34,0.7184,7,1,5,6,24,1,2
2022-08-09,0.714326096033403,0.6249,0.0,10,0,7,12,44,1,2
2022-08-10,0.41881843575419,0.7269,0.2732,4,1,6,4,36,0,2
2022-08-11,0.2264843137254902,0.1779,0.128,4,1,3,15,62,1,2
2022-08-12,0.08532857142857143,0.2023,0.3612,6,1,4,11,65,1,2
2022-08-13,-0.2678593457943925,0.1779,0.4215,4,2,46,67,393,4,2
2022-08-14,0.4428040241448692,0.4588,0.3612,5,1,8,18,83,1,2
2022-08-15,0.6572083682008368,0.6249,0.0,7,0,4,5,30,1,2
2022-08-16,0.41427942028985515,0.4939,0.0,13,0,2,10,25,2,2
2022-08-17,0.09765023659305992,0.3818,0.1779,5,3,11,19,159,6,2
2022-08-18,0.29295695839311336,0.2023,0.1779,6,1,9,15,70,2,2
2022-08-19,0.017054696132596664,0.4215,0.5423,3,1,5,7,37,1,2
2022-08-20,0.038212363636363635,0.7506,0.0,1,0,10,11,92,0,2
2022-08-21,0.0,0.0,0.0,0,0,3,5,13,0,2
2022-08-22,0.26067154150197624,0.1779,0.0,9,0,3,6,26,1,2
2022-08-23,0.4638129032258064,0.4939,0.0,3,0,4,25,83,3,2
2022-08-24,0.06650948212983224,0.5267,0.8225,5,1,3,155,172,2,2
2022-08-25,0.04481025609455799,0.5267,0.5719,4,1,16,679,625,2,2
2022-08-26,0.006215827338129493,0.3612,0.3612,7,2,4,7,38,1,2
2022-08-27,0.296158530183727,0.3818,0.2263,4,2,5,9,64,1,2
2022-08-28,0.1744666666666667,0.1779,0.0,3,0,7,21,118,3,2
2022-08-29,-0.005345833333333332,0.296,0.25,5,2,6,8,45,1,2
2022-08-30,0.3170326621923937,0.3612,0.0,5,0,13,54,90,1,2
2022-08-31,-0.2909036011080332,0.2023,0.4215,3,1,5,14,91,1,2
2022-09-01,-0.005242911877394627,0.5859,0.7351,8,1,5,6,58,3,2
2022-09-02,0.5197348117154812,0.4019,0.0772,6,1,6,18,150,3,2
2022-09-03,0.6317571830985915,0.1779,0.128,2,1,13,28,178,2,2
2022-09-04,0.4385666666666666,0.1779,0.0,2,0,3,20,99,2,2
2022-09-05,0.26268790123456787,0.3818,0.0,5,0,4,12,81,2,2
2022-09-06,0.2973616379310345,0.296,0.0,8,0,4,16,87,3,2
2022-09-07,0.5069151364764267,0.5267,0.0516,16,1,1,4,23,1,2
2022-09-08,0.4742655172413793,0.652,0.0,5,0,3,4,29,1,2
2022-09-09,0.20660000000000003,0.1779,0.0,2,0,2,2,14,1,2
2022-09-10,0.3791242574257426,0.5106,0.0,6,0,2,7,34,1,2
2022-09-11,0.400568,0.4588,0.0,3,0,4,13,25,1,2
2022-09-12,0.15431281337047353,0.4019,0.3182,15,1,12,23,127,3,2
2022-09-13,0.4064255813953489,0.5423,0.0,9,0,2,6,20,1,2
2022-09-14,0.5744777636594663,0.6249,0.0,6,0,10,11,113,3,2
2022-09-15,0.39624869638351556,0.4588,0.4215,7,2,15,23,133,4,2
2022-09-16,0.1984526785714286,0.4877,0.296,5,2,2,15,42,1,2
2022-09-17,0.32647513682564505,0.1779,0.0,8,0,14,23,160,3,2
2022-09-18,0.4460429941395845,0.3612,0.296,3,1,40,150,470,14,2
2022-09-19,0.2996682857142857,0.4019,0.3818,9,1,3,10,32,1,2
2022-09-20,0.7145914893617021,0.6808,0.0,5,0,4,9,57,2,2
2022-09-21,0.5771572164948454,0.34,0.4019,4,1,4,6,33,1,2
2022-09-22,0.41288600525624186,0.4767,0.765,13,2,7,18,85,2,2
2022-09-23,0.0664973509933775,0.296,0.3612,6,2,3,7,34,1,2
2022-09-24,-0.1359115292233787,0.4939,0.25,3,3,13,15,179,3,2
2022-09-25,0.7702701776649746,0.4767,0.0,3,0,14,90,394,2,2
2022-09-26,0.2310132325141777,0.34,0.0258,8,1,6,12,59,1,2
2022-09-27,0.33851209302325574,0.296,0.2732,4,1,2,8,36,2,2
2022-09-28,0.1712,0.4404,0.2732,8,2,3,5,29,1,2
2022-09-29,0.37803928571428574,0.1779,0.0,6,0,5,11,33,1,2
2022-09-30,0.38882685512367493,0.296,0.3182,6,1,4,4,36,1,2
2022-10-01,0.15873034482758622,0.1779,0.0,3,0,2,9,37,2,2
2022-10-02,0.23353087719298243,0.1779,0.0,4,0,3,6,57,1,2
2022-10-03,0.45988346774193545,0.296,0.0,7,0,3,6,36,1,2
2022-10-04,0.4300989122552574,0.296,0.4215,4,1,16,36,276,3,2
2022-10-05,0.33994547563805105,0.3612,0.0,7,0,4,11,54,2,2
2022-10-06,0.44847938931297715,0.4939,0.1027,5,1,5,11,57,1,2
2022-10-07,0.4842947229551451,0.3182,0.34,6,1,4,19,109,1,2
2022-10-08,0.17647611940298508,0.4912,0.0,2,0,2,8,17,1,2
2022-10-09,0.35292260034904016,0.4767,0.0,3,0,17,154,287,8,2
2022-10-10,0.49051847968545215,0.6124,0.2732,7,1,7,14,77,2,2
2022-10-11,0.20717991592713686,0.3182,0.4588,6,3,10,26,179,3,2
2022-10-12,-0.008285049833887103,0.4767,0.3182,6,7,2,7,24,1,2
2022-10-13,0.3247024572649572,0.4939,0.2732,9,3,5,9,72,3,2
2022-10-14,0.12490724832214764,0.5267,0.4019,3,6,13,11,83,2,2
